location,user_id,session_id,plugin_time,plugout_time,connection_time,energy_session
OSL_S,OSL_S_KT76,sdv-id-cvTluS,2020-01-31 14:32:15,2020-02-01 00:06:41,36.91452052,15.62
OSL_S,OSL_S_KT65,sdv-id-OODeyl,2019-10-11 07:12:38,2019-10-11 10:02:51,6.96440339,22.69
OSL_S,OSL_S_KT202,sdv-id-CxshoU,2018-04-28 21:45:24,2018-05-02 09:15:15,73.84168013,20.42
OSL_S,OSL_S_KT63,sdv-id-qoGBpL,2019-01-01 09:37:32,2018-12-19 14:53:25,8.68382739,18.09
OSL_S,OSL_S_KT169,sdv-id-zMPFaw,2019-02-06 18:27:43,2019-02-15 19:16:11,3.1777033,44.72
OSL_S,OSL_S_KT72,sdv-id-LXkjIN,2018-02-18 22:50:58,2018-02-19 09:30:05,2.85234168,1.91
OSL_S,OSL_S_KT149,sdv-id-iYAYCV,2018-07-08 20:27:20,2018-07-04 23:59:57,19.47462707,5.03
OSL_S,OSL_S_KT169,sdv-id-TerHss,2019-07-18 17:34:34,2019-07-06 12:09:38,6.34295327,3.56
OSL_S,OSL_S_KT43,sdv-id-tJRQtq,2018-05-12 01:35:51,2018-05-11 22:37:25,14.72677579,12.42
OSL_S,OSL_S_KT49,sdv-id-tEsEzD,2019-09-07 19:32:42,2019-09-10 23:15:06,35.77479302,17.06
OSL_S,OSL_S_KT84,sdv-id-atLjGq,2019-07-22 17:41:39,2019-07-25 14:50:01,28.63742937,17.54
OSL_S,OSL_S_KT63,sdv-id-jcyDJM,2019-07-01 18:48:35,2019-07-05 17:00:07,20.36746525,12.39
OSL_S,OSL_S_KT173,sdv-id-gKSdIh,2018-03-07 13:01:32,2018-03-06 22:12:48,0.58123209,3.44
OSL_S,OSL_S_KT72,sdv-id-MDdWes,2018-03-26 17:50:43,2018-03-28 05:56:25,1.01805604,3.21
OSL_S,OSL_S_KT143,sdv-id-OjkFEJ,2019-02-09 10:59:04,2019-02-02 20:29:17,7.35004501,10.62
OSL_S,OSL_S_KT72,sdv-id-PxzlwW,2018-06-09 18:02:17,2018-06-11 04:52:59,4.31828006,5.39
OSL_S,OSL_S_KT164,sdv-id-BgYIzi,2018-06-19 05:48:30,2018-06-20 10:34:48,49.47589035,15.79
OSL_S,OSL_S_KT63,sdv-id-izWVYA,2019-10-08 06:15:13,2019-10-07 06:51:16,17.79833352,27.6
OSL_S,OSL_S_KT43,sdv-id-TzcdEu,2019-10-28 10:06:12,2019-10-29 09:59:19,56.69151881,14.23
OSL_S,OSL_S_KT143,sdv-id-vsTeWq,2019-03-31 02:45:06,2019-03-26 07:01:08,4.58766122,4.46
OSL_S,OSL_S_KT162,sdv-id-NbpTlY,2019-04-28 03:19:09,2019-04-30 17:21:52,4.19503664,5.02
OSL_S,OSL_S_KT137,sdv-id-IkloEA,2018-10-08 07:50:35,2018-09-30 18:26:13,11.21424147,7.85
OSL_S,OSL_S_KT201,sdv-id-BqTfBQ,2018-07-29 03:47:23,2018-08-08 03:25:08,9.04250879,16.28
OSL_S,OSL_S_KT169,sdv-id-ilLEQY,2019-06-30 05:32:07,2019-07-08 11:28:26,0.84410803,3.91
OSL_S,OSL_S_KT49,sdv-id-ehydpo,2018-08-04 16:16:39,2018-08-07 09:33:23,4.81158579,6.0
OSL_S,OSL_S_KT137,sdv-id-poFVWF,2019-06-15 12:06:55,2019-06-28 23:26:58,20.89211716,37.62
OSL_S,OSL_S_KT65,sdv-id-pvqPQb,2018-04-07 01:53:45,2018-04-04 20:28:05,9.16514092,3.96
OSL_S,OSL_S_KT143,sdv-id-OiRYDw,2019-05-25 13:17:03,2019-05-12 20:38:11,39.64306088,11.59
